simulacao,caixa_final,quebrou
96,-344149.07450622605,True
97,-227065.22355504244,True
98,-79738.95786336108,True
99,718878.7679535409,False
100,2057884.1318962537,False
101,-392559.2706079313,True
102,-179217.5999019871,True
103,408424.79953578254,False
104,-426514.8778311169,True
105,-257375.29839103878,True
106,-228795.78571439112,True
107,-107410.17841093012,True
108,-353697.006797073,True
109,-238832.22546592116,True
110,243955.1551396152,False
111,-428705.4886728601,True
112,235856.55029060287,False
113,776434.0746105376,False
114,-339592.95109982457,True
115,-443273.936493357,True
116,-392431.3100610968,True
117,-336991.57639027457,True
118,-1322.134830837716,True
119,-324271.7348643799,True
120,669933.74787612,False
121,1745140.3167477562,False
122,430793.0358477385,False
123,1086198.9571573853,False
124,-392854.94706330873,True
125,-397483.2212994631,True
126,683324.1916372228,False
127,92005.59297340352,False
128,-80543.32105798509,True
129,-52948.30446360035,True
130,843942.8136875997,False
131,-5098.5339265885095,True
132,-351439.3167364374,True
133,-51008.38733309701,True
134,-60223.560921614175,True
135,-327810.5725940803,True
136,-49112.668849623515,True
137,-460282.02200025023,True
138,-246724.54211428852,True
139,-406465.4256059571,True
140,308169.145481507,False
141,176898.11930614253,False
142,278212.49012260884,False
143,-204700.53818262476,True
144,-404524.812209428,True
145,-389194.91302873427,True
146,94298.7078424043,False
147,-413029.28242856014,True
148,1656445.3553540478,False
149,856768.465936971,False
150,-317741.6830385784,True
151,-362283.3583773449,True
152,-172368.22614971094,True
153,-59926.02464578011,True
154,-248252.03344946608,True
155,1180677.425235992,False
156,-352453.1942578345,True
157,284057.79999241076,False
158,-404555.3630949837,True
159,420844.99299360253,False
160,-405403.1408299132,True
161,-474517.79305750545,True
162,-496611.793844767,True
163,-263874.171413484,True
164,-433040.56054724543,True
165,156504.89943874185,False
166,-368459.15647202387,True
167,755960.481989085,False
168,-434622.01137640286,True
169,-216538.22105965012,True
170,-211526.07069121383,True
171,-269603.9541373221,True
172,-40289.43866022913,True
173,-426341.2998324977,True
174,210614.98231549768,False
175,-434923.3566719844,True
176,-372425.93096687173,True
177,-325827.68830371444,True
178,1309988.6363216208,False
179,48773.192239650605,False
180,-99932.2922138407,True
181,-387755.10971739714,True
182,1549547.2821642207,False
183,-118653.84659331432,True
184,-253322.38701984458,True
185,1550207.072659678,False
186,367354.035695218,False
187,921222.0338070461,False
188,-210105.62971072603,True
189,-263994.3035042789,True
190,634754.6794876056,False
191,954565.8346620566,False
192,272661.2408387051,False
193,-180996.5179955292,True
194,-426060.96444342966,True
195,-200575.4056196322,True
196,-438842.65855247434,True
197,-414127.53560072975,True
198,175864.21030387477,False
199,-507793.198845714,True
200,224338.09103883037,False
201,-365714.42530711653,True
202,144913.56084563493,False
203,-498708.6532499499,True
204,-225198.65301173378,True
205,77116.96900968452,False
206,80358.17950153459,False
207,-171210.514646376,True
208,-375838.1531902909,True
209,-362610.1000314177,True
210,-181811.83598863787,True
211,-275835.13269305974,True
212,-440249.63144631276,True
213,-313332.0031057275,True
214,2117716.275993809,False
215,-304522.74460958596,True
216,2626113.789573116,False
217,-43586.398919322986,True
218,1858.4096486300846,True
219,-379199.11637974286,True
220,205221.75227254612,False
221,132227.76330384612,False
222,-405734.58234427345,True
223,-99050.67163588225,True
224,-213160.8662784267,True
225,815314.9460996154,False
226,-388707.26672799996,True
227,149198.48315631278,False
228,-32497.95293297132,True
229,1843453.2827403522,False
230,-222699.60329073676,True
231,-67175.22692338885,True
232,-197607.3903122995,True
233,661066.4617025823,False
234,-387944.379331504,True
235,39606.36398113158,False
236,-363116.7321332773,True
237,-27757.96166054973,True
238,-243215.68120263377,True
239,-362469.35563011206,True
240,-417036.61073789955,True
241,2845149.261555988,False
242,-435114.52366216615,True
243,-209405.08756944304,True
244,2000.0,False
245,-48678.70672059864,True
246,-222492.0716419325,True
247,-210022.27303665376,True
248,111774.13054062008,False
249,1047624.11869491,False
250,394269.85343937395,False
251,-2823.320064217519,True
252,-419379.99931259395,True
253,2000.0,False
254,1136398.6840128652,False
255,1147376.3304788026,False
256,-169966.71701234832,True
257,-113308.16804698134,True
258,-405471.1195737638,True
259,-105952.80469417988,True
260,304647.67350094154,False
261,-288700.96781267197,True
262,1668800.7657189232,False
263,-142297.65513790637,True
264,198543.1743658879,False
265,-382085.2458450201,True
266,-478004.96283258015,True
267,-215035.07783158903,True
268,-327443.3029071978,True
269,160962.3276015484,False
270,454360.8145239327,False
271,-456383.01713631244,True
272,-132788.4025810106,True
273,-100396.85496019345,True
274,368242.2851312689,False
275,-81244.13840862972,True
276,698209.4916570786,False
277,793334.3598940986,False
278,-117633.17973153843,True
279,-232875.50331284676,True
280,-212412.79946788258,True
281,253718.14108870958,False
282,205333.00181811213,False
283,454441.25527663686,False
284,-316763.6660375909,True
285,74641.26589033654,False
286,-290788.6944444352,True
287,497743.86867373047,False
288,-208499.94879576302,True
289,-225455.14224510686,True
290,-174468.0887217623,True
291,-63702.85214687016,True
292,-343071.27901232126,True
293,-44796.66607417288,True
294,1999.9999999999995,True
295,-360779.4542482586,True
296,-386822.6437990239,True
297,-344598.6333851128,True
298,1604731.8191205808,False
299,-356578.7600204599,True
300,-404714.97053768305,True
301,103940.23235145952,False
302,130686.78760613098,False
303,150882.4892634789,False
304,-151446.72982186076,True
305,307118.3898654666,False
306,-53907.11847038846,True
307,338650.0751168284,False
308,364673.328466038,False
309,-410609.18393767154,True
310,224572.27582472956,False
311,-27298.162289880056,True
312,2902025.713461378,False
313,-287040.8296738428,True
314,-426653.3545815832,True
315,-500846.0153854235,True
316,-250324.9955323966,True
317,1371453.7005857767,False
318,-379378.9387437033,True
319,-388761.2044864333,True
320,855625.9954215231,False
321,-36135.3745900208,True
322,428327.68813078676,False
323,-180656.89279723694,True
324,-199224.12102094013,True
325,11291.917792557173,False
326,157916.36686587325,False
327,1046053.8301005955,False
328,-162560.07483562324,True
329,467879.14139926224,False
330,-244636.79704756552,True
331,-37411.65201138488,True
332,821708.9211776436,False
333,-441775.65367267444,True
334,286800.65702325053,False
335,-73072.22031306544,True
336,215376.867739192,False
337,-491600.8584728313,True
338,-119844.37394082597,True
339,-414872.28014972,True
340,-337082.0001318704,True
341,-395084.4618272049,True
342,288214.2065289819,False
343,-186607.72932009265,True
344,-302091.2036203227,True
345,-485818.34502024215,True
346,2899532.30798476,False
347,-398245.03766361147,True
348,1752144.891986515,False
349,-464968.2908426819,True
350,-372641.2558243127,True
351,-179967.57962004474,True
352,-340975.8308987276,True
353,789042.603690827,False
354,490949.33267004637,False
355,1444986.4346489254,False
356,-14953.373875169511,True
357,2298950.2242131373,False
358,457025.5935705988,False
359,-392604.1770481227,True
360,-379785.6039727545,True
361,72739.87525462675,False
362,-328912.1568103573,True
363,-457221.23347332526,True
364,-113718.50113247115,True
365,-55906.137570333565,True
366,240366.5277571967,False
367,-198278.4942239841,True
368,110516.21117830132,False
369,1654451.2857035657,False
370,-323991.6331174284,True
371,971109.3212128751,False
372,-167787.27645113147,True
373,-216254.7969240848,True
374,1082592.9854537542,False
375,-134746.25985749817,True
376,524994.7322715094,False
377,1471263.9898096046,False
378,2909813.3387213936,False
379,-144896.94555659583,True
380,-56887.94801733697,True
381,-391508.3946676618,True
382,-383361.88905103446,True
383,654136.9343261637,False
384,544422.0321467767,False
385,-322105.03960356815,True
386,-386294.0531238093,True
387,1024456.799821548,False
388,-162259.78104990482,True
389,-426097.67175514967,True
390,-413995.65721639124,True
391,-106159.90814618961,True
392,-436970.3304036748,True
393,376843.4088569329,False
394,-148503.87404448498,True
395,-463989.9381462703,True
396,-107020.25834679481,True
397,-113588.86588765722,True
398,553197.8433703879,False
399,-429233.9315836278,True
400,-479435.3683045744,True
401,-313399.6284257314,True
402,224307.0226915114,False
403,-349372.78965439205,True
404,340399.5976762591,False
405,-436827.6359234786,True
406,773124.2105991126,False
407,-77498.09952909412,True
408,-213370.22774875516,True
409,-227952.62160575704,True
410,-456782.0579659063,True
411,-370449.23688324075,True
412,187383.09945721604,False
413,-304967.5117245496,True
414,-208189.89134623305,True
415,-230138.67175326182,True
416,448889.1096193079,False
417,-404655.5865478121,True
418,-397253.4308864192,True
419,-64658.289710839505,True
420,2093337.7232582935,False
421,449031.65431196865,False
422,1514971.3343416767,False
423,-163619.07093887284,True
424,-47782.87940037704,True
425,-106980.45271179844,True
426,-339978.01376985013,True
427,2072979.294151334,False
428,-231551.46276651643,True
429,1921305.339107558,False
430,-233182.89866735184,True
431,-424615.70430270635,True
432,781070.4541158102,False
433,-86068.27236654522,True
434,-415829.64077572036,True
435,-28180.685881800793,True
436,-153408.44437066582,True
437,-208403.68837499685,True
438,-299508.6609888471,True
439,-79787.40553589602,True
440,395650.71827210166,False
441,-400173.6867553684,True
442,-143318.69819493406,True
443,-349077.91272769927,True
444,-393631.2102288223,True
445,3232.6026067688576,False
446,-229392.51278756757,True
447,326643.5221062756,False
448,-163913.27017131043,True
449,630347.4466289763,False
450,352615.930498975,False
451,739620.5037110124,False
452,-368479.83133001893,True
453,-112554.20186590032,True
454,-216101.82202140626,True
455,1346543.6967868512,False
456,-420143.2671637955,True
457,-160529.71660855907,True
458,-398780.4170990601,True
459,-340788.5806774811,True
460,262740.97150051,False
461,-77087.1298299657,True
462,398646.983625805,False
463,-237315.75232229708,True
464,1326505.2650082908,False
465,-17068.418564548036,True
466,242072.61738990535,False
467,-225743.66063114538,True
468,-61503.87788667879,True
469,-24076.324621527827,True
470,3004229.6192377117,False
471,-328730.3888170791,True
472,-277202.0793002181,True
473,-405831.392052835,True
474,369298.3631678354,False
475,-89902.83945394612,True
476,-158678.87160053337,True
477,-130788.91107477786,True
478,219355.9183971772,False
479,392100.1090815706,False
480,-155495.94080337955,True
481,-166943.1735581472,True
482,-292657.83084052836,True
483,259786.3546232155,False
484,-108355.22579551658,True
485,-309720.152447517,True
486,1494544.8707155315,False
487,-243855.00405782068,True
488,-137632.12205217112,True
489,-13259.919135202857,True
490,-404108.37834001926,True
491,-301958.67885345616,True
492,497241.14885150513,False
493,-441584.5324063894,True
494,2576648.8264068854,False
495,-340165.81426821905,True
496,2794040.857437549,False
497,190968.75764888016,False
498,219553.325640712,False
499,-459221.8227324271,True
500,2603230.0854543666,False
501,204411.8577552343,False
502,-247283.18509835447,True
503,-209929.27706492954,True
504,-122624.81885691945,True
505,829209.0514737177,False
506,-119307.47913380919,True
507,-179550.57915505016,True
508,-371163.4456284419,True
509,-226933.782256076,True
510,207712.03768788866,False
511,-316944.95742580795,True
512,-322609.3311703808,True
513,-235525.93200545493,True
514,-404255.287999833,True
515,75644.68834358126,False
516,-513539.4613073501,True
517,-48354.47730263845,True
518,-451211.9138228433,True
519,-408995.6344798968,True
520,1154983.032291179,False
521,82065.58374390636,False
522,112121.73599071818,False
523,385371.1124811117,False
524,-409828.7289765292,True
525,559767.9083757984,False
526,-299029.0675385522,True
527,687692.7315129036,False
528,555553.7288077646,False
529,-75586.55738684225,True
530,668544.4559926874,False
531,-70831.35570811183,True
532,-300739.93157169357,True
533,963070.6929041187,False
534,41435.037828138724,False
535,168670.0610973612,False
536,-134868.3830040482,True
537,594969.1239392372,False
538,31943.169515360685,False
539,-395415.08982884954,True
540,-506308.59338383924,True
541,-315738.95624863287,True
542,371744.70361403894,False
543,-332068.07470497413,True
544,200262.1960763327,False
545,114574.68776908121,False
546,2454209.1936969957,False
547,-48433.07769725642,True
548,-229687.052558654,True
549,742187.4955186223,False
550,1222521.6628750998,False
551,237916.8114501914,False
552,-239577.8599751314,True
553,214882.05133654678,False
554,-349718.17188633035,True
555,-345036.78299392824,True
556,-359703.13187231135,True
557,1290713.9519620491,False
558,546625.7734635917,False
559,296424.69847922813,False
560,1027858.6433800934,False
561,-251658.52297190062,True
562,1460362.3751741345,False
563,-192470.3060830463,True
564,378584.3417225783,False
565,-508221.5493613564,True
566,-384898.0889401425,True
567,-100481.29831534094,True
568,264039.00806036603,False
569,-178360.17945689216,True
570,-6015.473500155612,True
571,-263762.50959055,True
572,-440427.9497991548,True
573,28004.189417558337,False
574,-19298.69159329048,True
575,-148326.62857126218,True
576,-364168.59310450865,True
577,-381474.33648936625,True
578,43417.324511610794,False
579,-411342.5818116359,True
580,123083.50772774109,False
581,-22362.19864652686,True
582,-272720.8981384789,True
583,-413891.8850277906,True
584,1125701.3229433072,False
585,-374802.6802266542,True
586,35361.64834943911,False
587,-307062.2504773027,True
588,-31299.79023675328,True
589,-28829.551117853927,True
590,150584.34469694342,False
591,-68920.60055255416,True
592,-303970.91282416444,True
593,2103447.8520798963,False
594,-364826.5167965901,True
595,-457115.6531429483,True
596,-140078.8869868514,True
597,-29315.270591500805,True
598,-359938.2432419576,True
599,748919.1305270707,False
600,-314402.84971646836,True
601,-328493.7233695627,True
602,-445162.4642067106,True
603,381731.6022250582,False
604,1930968.897678254,False
605,-377693.40090234485,True
606,-282413.94573926873,True
607,-143702.58804659208,True
608,651108.7083187079,False
609,-112036.47243406321,True
610,-376280.91658386023,True
611,-267709.99355309753,True
612,1007680.204368162,False
613,33235.45617607572,False
614,-269577.4030015844,True
615,787550.2846779536,False
616,2451943.7666099784,False
617,-31548.267997350667,True
618,-20956.400866378703,True
619,609551.6706280041,False
620,-28722.775586766213,True
621,458010.753807479,False
622,-322375.59428962535,True
623,31105.204077384617,False
624,-163942.38282923677,True
625,-57081.63346270156,True
626,-333481.1303214864,True
627,-440558.5575893688,True
628,425980.59390642814,False
629,-192670.67467470662,True
630,-229231.0585407002,True
631,415186.11545067065,False
632,1816759.0363408902,False
633,-310500.1766721446,True
634,241376.1150772457,False
635,-416821.3279375078,True
636,1831420.477019646,False
637,-445204.2496252231,True
638,-386464.30139854865,True
639,-360802.01820110664,True
640,5769.896024775311,False
641,-362398.0567774954,True
642,-391049.4350362191,True
643,1149909.6479415349,False
644,-202653.51548584434,True
645,1121936.0371369524,False
646,-64829.09248472582,True
647,-269243.7069170088,True
648,-421190.04773121263,True
649,334024.88236413465,False
650,-219771.06804729707,True
651,-120794.29843862979,True
652,-213917.88192358974,True
653,-171737.28875004017,True
654,-153719.52906036473,True
655,-13591.08354134834,True
656,399676.7987524802,False
657,-278555.9070299653,True
658,-362763.6781433206,True
659,1309127.018754727,False
660,-301763.60388319945,True
661,-176774.01995533597,True
662,-345170.6715860293,True
663,-398408.07992826396,True
664,-84562.75002499492,True
665,-456864.020411328,True
666,-201705.42993426402,True
667,-303896.9860907572,True
668,698019.1117129205,False
669,-327724.9291609943,True
670,-198097.57056007042,True
671,2138931.8044255585,False
672,407276.29771712964,False
673,-95727.01112936198,True
674,-361963.1432162592,True
675,-121045.28937161609,True
676,-378157.9393947028,True
677,-193312.46418353057,True
678,449660.2412575947,False
679,-180100.05995926473,True
680,-318939.8769980126,True
681,-29914.750272047208,True
682,-472692.63623468677,True
683,-196594.09544017963,True
684,-337337.7927937812,True
685,70142.73333860129,False
686,-279516.2156364652,True
687,-243880.19774059916,True
688,-147260.7584549785,True
689,640165.7705169568,False
690,-174746.82294132345,True
691,-456476.22536017135,True
692,-111090.17529570343,True
693,-97816.64204772793,True
694,-308894.8709504296,True
695,-287869.27876363875,True
696,-338754.1783631365,True
697,174855.88614610804,False
698,-24983.253331050346,True
699,271232.86550856306,False
700,-126644.18916516175,True
701,34828.7297700216,False
702,-399851.82608202996,True
703,-354879.7774225706,True
704,-23120.455605979703,True
705,1293302.4613312418,False
706,-236889.22731804903,True
707,-367266.538377092,True
708,-345130.62088552624,True
709,-245979.03428555437,True
710,46063.760451455,False
711,-53094.752446870465,True
712,203307.99178484455,False
713,-332415.1654910783,True
714,-239756.4671614539,True
715,107967.72776179727,False
716,12646.2680311016,False
717,-122548.4198597281,True
718,346527.41829302814,False
719,-343002.9433034639,True
720,-429991.59035254765,True
721,746895.1059286399,False
722,772802.9828190405,False
723,556791.8402327506,False
724,102926.10216516479,False
725,198937.24400220424,False
726,1411536.310077875,False
727,-6312.415755975052,True
728,-433529.7722808248,True
729,124295.35832581285,False
730,-500907.4717611637,True
731,-245215.12135895912,True
732,437391.5512401039,False
733,2874652.3292605923,False
734,-278666.04090757685,True
735,-46969.217562612255,True
736,-394066.5484741322,True
737,1322701.86237123,False
738,412156.33371914696,False
739,528603.4540377727,False
740,2062409.510505071,False
741,-419439.7886865345,True
742,-91665.6903351582,True
743,-383763.10010894056,True
744,-434097.2361224807,True
745,-419673.67596914456,True
746,-343718.6277351491,True
747,383385.3864570517,False
748,-113694.09514852837,True
749,-98277.95346892504,True
750,-261877.78451755433,True
751,363828.4341432918,False
752,-373896.4174420375,True
753,-225993.7858749792,True
754,-30621.969168530894,True
755,5144.116448697334,False
756,-377887.7359093261,True
757,1118680.2607460117,False
758,-23041.99924049859,True
759,-304834.05567967385,True
760,-333143.63658686983,True
761,-197789.4357815511,True
762,1035975.273603439,False
763,1700798.1505886917,False
764,2059837.9366589799,False
765,1007284.8934452625,False
766,-413905.63623299985,True
767,-337416.69322634564,True
768,178068.7064664888,False
769,-125445.01147640096,True
770,1847836.7799340491,False
771,-344226.5690283806,True
772,261376.37271669655,False
773,-387519.3083160478,True
774,-489884.39032913634,True
775,390993.78648881067,False
776,-425474.8690435623,True
777,-372103.1563048811,True
778,-234318.62538897016,True
779,2064461.6600408715,False
780,-199225.82103495396,True
781,712162.3478982854,False
782,-378462.77141101414,True
783,525763.8777809753,False
784,-214353.96975934802,True
785,-411728.20314963633,True
786,171148.28420319367,False
787,-297472.9598941776,True
788,1669798.4095472484,False
789,-61922.70849305965,True
790,525022.1162696058,False
791,-297962.1539113189,True
792,40866.46503211755,False
793,1607621.128295223,False
794,-380563.8323265866,True
795,827759.3972632203,False
796,-316025.7994946498,True
797,-111229.3316767392,True
798,-245456.8841824881,True
799,-188537.50136694484,True
800,-360129.4479804506,True
801,-38394.34298144943,True
802,68299.1975378056,False
803,1151786.3431496588,False
804,533025.6531187495,False
805,-325228.8934629164,True
806,-359783.3536554065,True
807,-410498.4566975736,True
808,531398.5155338714,False
809,522806.42307072383,False
810,-358594.98275141773,True
811,-163914.80230996892,True
812,-304540.6569891804,True
813,3068.4355997808448,False
814,1805123.532533736,False
815,-434788.8941742586,True
816,2808492.274379315,False
817,1300331.5038985026,False
818,1480088.491773569,False
819,-388824.40489128703,True
820,187614.37256625117,False
821,-167339.34183641174,True
822,-134594.39800283514,True
823,254719.64780295445,False
824,602518.5449676999,False
825,-306933.5674675185,True
826,-257301.42009720323,True
827,605951.8510527208,False
828,376151.9256195209,False
829,1238231.2569909042,False
830,47212.08478216333,False
831,-265781.72097470943,True
832,664638.9446886659,False
833,-206841.09112277091,True
834,139800.19446187234,False
835,-423710.0663828951,True
836,974764.6279082573,False
837,-234696.30280160354,True
838,-209265.45353175752,True
839,-149833.62247256003,True
840,-55056.07171838828,True
841,78791.25763506022,False
842,671034.6626478006,False
843,-421831.21097011474,True
844,-318958.22031693155,True
845,-253896.05001084413,True
846,-290656.84603524394,True
847,-415931.5546495991,True
848,775443.7270763149,False
849,-82451.46732430533,True
850,150018.28107175208,False
851,364437.92287806765,False
852,-348720.0507459919,True
853,2862453.0534976856,False
854,196253.6666594044,False
855,970.9062287757706,True
856,1591978.9752638317,False
857,-418085.73689361115,True
858,-83760.63855501542,True
859,-357886.92562567425,True
860,-350994.9715636364,True
861,-308361.1170526902,True
862,1973782.9007343212,False
863,-179776.2398725995,True
864,-317932.44768429943,True
865,506604.6880984958,False
866,561665.7429874941,False
867,-238860.92025712074,True
868,461078.4408895726,False
869,333294.30904232553,False
870,-47605.19010206092,True
871,990480.540560777,False
872,-403886.1260949344,True
873,526779.2901746293,False
874,-366743.01301111194,True
875,526505.5732537186,False
876,-28771.759330369576,True
877,-366872.8177049479,True
878,617831.9071435886,False
879,454905.4729591725,False
880,-414392.7524152056,True
881,-358789.7130112961,True
882,-319994.96346651646,True
883,-277856.33552330383,True
884,-99816.0512972651,True
885,45050.75507250543,False
886,304646.5567787856,False
887,273663.10209118127,False
888,-187626.19119912566,True
889,-397932.8389581985,True
890,-37734.48506293222,True
891,-316675.1165487568,True
892,-434214.3232478943,True
893,2265259.555296744,False
894,416235.29242198204,False
895,-239263.63887763958,True
896,-469396.71655989904,True
897,-292836.34279743384,True
898,-249686.70616353367,True
899,-218797.07612385764,True
900,-384144.80752466567,True
901,-169451.61503266447,True
902,429783.8054844999,False
903,919603.2232267048,False
904,-382496.56362030393,True
905,1444794.116589349,False
906,-260579.00172552193,True
907,-416264.24641347345,True
908,-230276.5989012861,True
909,-62535.29447204963,True
910,-420443.1785964441,True
911,-113918.5828239512,True
912,2992461.7353872173,False
913,860526.1158728491,False
914,-452165.8318088273,True
915,-318827.8543734456,True
916,-295825.3315939504,True
917,665874.0896326412,False
918,-393806.16900507483,True
919,80236.74597574567,False
920,38043.43408515169,False
921,-419644.1821722235,True
922,-245066.69255886358,True
923,208408.13190629575,False
924,126029.03936142087,False
925,566613.2621154315,False
926,-441830.485177484,True
927,-269920.4249865713,True
928,-123455.78696342208,True
929,-191943.02366686982,True
930,856603.7855870207,False
931,-397973.3218978894,True
932,-261429.76137240807,True
933,-224738.38456918517,True
934,-118457.36757607288,True
935,-352004.0949626286,True
936,-292364.28914990224,True
937,1129908.2732424145,False
938,-430268.457135928,True
939,122035.2852515905,False
940,-384325.88859045296,True
941,-380742.6561096296,True
942,1045748.5297549443,False
943,-313281.9492290755,True
944,-306729.8427979427,True
945,509603.86484657245,False
946,400679.4935672545,False
947,-228062.80155730268,True
948,1677099.0513824637,False
949,864346.3060252392,False
950,-136745.52073857395,True
951,-386148.2969403721,True
952,211117.79534235864,False
953,-425882.9843706746,True
954,-415234.76868940645,True
955,-378948.0180863993,True
956,-178756.9211759478,True
957,-414618.2715101855,True
958,-257893.87791253653,True
959,-25423.31787315898,True
960,-227052.34311865675,True
961,-431902.401750939,True
962,-148145.56882231333,True
963,533380.8828504963,False
964,66555.29051088849,False
965,-313398.23811998445,True
966,-200114.70890719828,True
967,-421224.05869353417,True
968,1039110.9873758483,False
969,-123121.00596824451,True
970,-112590.26633626124,True
971,1154232.213734441,False
972,-241154.65794555025,True
973,-363551.6386786696,True
974,-128339.63782486593,True
975,2621626.241257062,False
976,301151.3714839311,False
977,32085.13941215875,False
978,802127.8286337352,False
979,-287659.51848086517,True
980,-409305.27025566157,True
981,-157100.31049463866,True
982,-173217.8391857358,True
983,626225.163513461,False
984,-393421.3712731063,True
985,-380388.3199473623,True
986,-183367.84628505568,True
987,185998.18421681412,False
988,-144727.66961254468,True
989,278055.17442470125,False
990,-145205.73248076747,True
991,-245909.04986205738,True
992,-43920.79115403552,True
993,-223112.55776344222,True
994,-426009.9000927977,True
995,588101.4908929538,False
996,180334.39885943383,False
997,-333820.87911563454,True
998,-118276.06657838306,True
999,-458683.82941205654,True
1000,361371.829979402,False
1001,394656.7256769782,False
1002,-405618.9497799107,True
1003,-125489.62149632307,True
1004,177345.02909813685,False
1005,360791.18980975373,False
1006,-123951.15996496868,True
1007,325120.65716387966,False
1008,763529.6814901626,False
1009,-299373.63041379413,True
1010,-459432.0074931806,True
1011,-291082.3013138011,True
1012,-364709.19219779846,True
1013,1400028.1573010487,False
1014,-161319.84267468817,True
1015,-239933.24048676674,True
1016,-303468.78322740825,True
1017,633117.6985825413,False
1018,-458071.5551550585,True
1019,132266.84732239667,False
1020,-383656.7745668232,True
1021,-348959.80036915874,True
1022,-59414.13725532172,True
1023,-131987.04529285745,True
1024,-418722.8362084782,True
1025,2806525.2836539433,False
1026,781031.8124166239,False
1027,-398372.07979203825,True
1028,-233741.7189629009,True
1029,325883.62311529974,False
1030,-373826.91475071764,True
1031,334016.8959977412,False
1032,409401.7507014184,False
1033,-169870.02485065188,True
1034,476534.4237608084,False
1035,335844.44843312865,False
1036,-76980.44378420454,True
1037,706221.8039089503,False
1038,-266398.708703487,True
1039,-467159.43329084245,True
1040,-217931.31484921585,True
1041,-224191.57512851065,True
1042,-14330.447882594011,True
1043,7920.355779115624,False
1044,-195553.1926091379,True
1045,198738.67346851766,False
1046,-429000.8608099235,True
1047,-349995.48918415373,True
1048,-327363.93978657934,True
1049,288690.89901227364,False
1050,-223236.97679074804,True
1051,-414962.9691644573,True
1052,84155.34767523293,False
1053,-242813.9687551351,True
1054,-298899.18215299404,True
1055,-216587.42344926548,True
1056,-149324.1090825664,True
1057,-448560.318763336,True
1058,-373405.27703169204,True
1059,-291774.40206690255,True
1060,-214161.21003437237,True
1061,705259.7661377015,False
1062,-242246.62723835246,True
1063,-60120.956592709204,True
1064,-205210.86328911394,True
1065,-440973.0518137211,True
1066,91289.75276283191,False
1067,378478.89950093377,False
1068,72395.41831975295,False
1069,-478002.03044025437,True
1070,-425004.3762385893,True
1071,-156436.5540123183,True
1072,-48980.03323246327,True
1073,166061.15180341646,False
1074,-367994.5843622536,True
1075,73989.45849131835,False
1076,1544501.8238020265,False
1077,248165.64184012273,False
1078,-239406.65749536775,True
1079,-115046.19236599299,True
1080,-455564.5978489666,True
1081,-191232.60043033166,True
1082,-336486.67822485836,True
1083,2693840.122678497,False
1084,365127.5715122398,False
1085,-203942.61227255815,True
1086,1489905.635827358,False
1087,76509.12893394181,False
1088,-336019.07924331224,True
1089,295794.43377687724,False
1090,-386584.57666838815,True
1091,439492.5217984353,False
1092,-409201.01041632047,True
1093,940940.0059344409,False
1094,469565.6279466918,False
1095,-382153.8417986203,True
